ID,дата_открытия,наличие_ипотеки
IDF55029598,2013-08-01,1
IDF55029672,2014-11-01,1
IDF55029708,2018-02-01,1
IDF55029725,2017-10-01,1
IDF55029732,2019-10-01,1
IDF55029767,2018-06-01,1
IDF55029780,2016-01-01,1
IDF55029815,2013-03-01,1
IDF55029822,2019-09-01,1
IDF55029950,2016-11-01,1
IDF55030045,2018-12-01,1
IDF55030078,2014-06-01,1
IDF55030147,2015-06-01,1
IDF55030154,2013-08-01,1
IDF55030157,2017-04-01,1
IDF55030185,2015-03-01,1
IDF55030252,2018-11-01,1
IDF55030285,2014-10-01,1
IDF55030300,2014-09-01,1
IDF55030320,2019-10-01,1
IDF55030325,2016-01-01,1
IDF55030338,2015-07-01,1
IDF55030362,2015-03-01,1
IDF55030391,2019-08-01,1
IDF55030419,2014-08-01,1
IDF55030420,2017-02-01,1
IDF55030422,2014-05-01,1
IDF55030484,2018-09-01,1
IDF55030495,2013-08-01,1
IDF55030504,2019-09-01,1
IDF55030542,2018-05-01,1
IDF55030556,2018-09-01,1
IDF55030606,2014-08-01,1
IDF55030633,2015-02-01,1
IDF55030706,2018-09-01,1
IDF55030741,2017-04-01,1
IDF55030785,2018-03-01,1
IDF55030790,2016-08-01,1
IDF55030812,2016-05-01,1
IDF55030967,2013-06-01,1
IDF55030978,2017-09-01,1
IDF55031051,2019-09-01,1
IDF55031076,2019-07-01,1
IDF55031096,2017-01-01,1
IDF55031116,2013-12-01,1
IDF55031211,2014-10-01,1
IDF55031323,2015-01-01,1
IDF55031350,2015-04-01,1
IDF55031384,2014-04-01,1
IDF55031404,2015-05-01,1
IDF55031417,2015-08-01,1
IDF55031450,2014-05-01,1
IDF55031470,2013-09-01,1
IDF55031509,2014-07-01,1
IDF55031539,2016-05-01,1
IDF55031553,2016-12-01,1
IDF55031601,2015-06-01,1
IDF55031608,2017-10-01,1
IDF55031620,2013-02-01,1
IDF55031651,2015-09-01,1
IDF55031715,2014-08-01,1
IDF55031767,2015-11-01,1
IDF55031775,2019-01-01,1
IDF55031803,2016-04-01,1
IDF55031806,2016-04-01,1
IDF55031817,2018-10-01,1
IDF55031829,2018-12-01,1
IDF55031899,2019-03-01,1
IDF55031913,2015-10-01,1
IDF55032006,2019-10-01,1
IDF55032045,2015-10-01,1
IDF55032065,2013-04-01,1
IDF55032072,2014-07-01,1
IDF55032110,2019-02-01,1
IDF55032130,2013-08-01,1
IDF55032164,2016-07-01,1
IDF55032170,2019-11-01,1
IDF55032313,2016-05-01,1
IDF55032377,2018-08-01,1
IDF55032437,2013-04-01,1
IDF55032511,2019-01-01,1
IDF55032579,2014-08-01,1
IDF55032590,2015-09-01,1
IDF55032594,2019-12-01,1
IDF55032622,2017-02-01,1
IDF55032681,2019-05-01,1
IDF55032694,2019-08-01,1
IDF55032805,2016-03-01,1
IDF55032820,2015-08-01,1
IDF55032853,2015-03-01,1
IDF55032871,2019-04-01,1
IDF55032876,2015-10-01,1
IDF55032887,2014-12-01,1
IDF55032946,2013-12-01,1
IDF55033021,2014-05-01,1
IDF55033033,2019-09-01,1
IDF55033104,2014-06-01,1
IDF55033111,2014-12-01,1
IDF55033129,2013-04-01,1
IDF55033157,2016-07-01,1
IDF55033221,2018-05-01,1
IDF55033286,2014-10-01,1
IDF55033310,2017-06-01,1
IDF55033414,2018-05-01,1
IDF55033439,2018-03-01,1
IDF55033468,2016-08-01,1
IDF55033615,2014-03-01,1
IDF55033656,2016-06-01,1
IDF55033789,2016-04-01,1
IDF55033883,2019-03-01,1
IDF55033893,2014-04-01,1
IDF55033963,2018-07-01,1
IDF55034011,2018-05-01,1
IDF55034117,2018-09-01,1
IDF55034223,2015-05-01,1
IDF55034233,2014-09-01,1
IDF55034356,2019-02-01,1
IDF55034405,2019-03-01,1
IDF55034471,2017-04-01,1
IDF55034511,2017-08-01,1
IDF55034521,2015-12-01,1
IDF55034554,2017-11-01,1
IDF55034570,2017-03-01,1
IDF55034583,2017-01-01,1
IDF55034649,2019-11-01,1
IDF55034799,2015-04-01,1
IDF55034832,2016-04-01,1
IDF55034867,2015-01-01,1
IDF55034869,2018-12-01,1
IDF55034879,2018-07-01,1
IDF55034896,2018-04-01,1
IDF55034904,2016-10-01,1
IDF55034970,2017-12-01,1
IDF55034996,2019-01-01,1
IDF55035135,2018-11-01,1
IDF55035189,2014-02-01,1
IDF55035290,2018-09-01,1
IDF55035292,2014-08-01,1
IDF55035304,2016-06-01,1
IDF55035351,2014-04-01,1
IDF55035375,2017-10-01,1
IDF55035407,2014-05-01,1
IDF55035434,2015-02-01,1
IDF55035440,2017-06-01,1
IDF55035457,2016-05-01,1
IDF55035503,2017-10-01,1
IDF55035526,2016-07-01,1
IDF55035546,2014-01-01,1
IDF55035556,2013-07-01,1
IDF55035604,2018-10-01,1
IDF55035680,2014-05-01,1
IDF55035736,2015-10-01,1
IDF55035737,2017-07-01,1
IDF55035748,2019-07-01,1
IDF55035806,2018-01-01,1
IDF55035847,2013-01-01,1
IDF55035868,2019-08-01,1
IDF55035955,2016-07-01,1
IDF55035983,2017-02-01,1
IDF55036007,2014-12-01,1
IDF55036041,2017-10-01,1
IDF55036078,2018-09-01,1
IDF55036123,2019-03-01,1
IDF55036146,2014-03-01,1
IDF55036193,2016-05-01,1
IDF55036203,2014-10-01,1
IDF55036283,2019-10-01,1
IDF55036300,2019-07-01,1
IDF55036306,2014-06-01,1
IDF55036337,2018-09-01,1
IDF55036361,2013-03-01,1
IDF55036382,2014-04-01,1
IDF55036420,2016-11-01,1
IDF55036451,2019-01-01,1
IDF55036456,2015-11-01,1
IDF55036689,2019-05-01,1
IDF55036740,2013-09-01,1
IDF55036781,2018-11-01,1
IDF55036823,2018-01-01,1
IDF55036838,2019-08-01,1
IDF55036871,2017-01-01,1
IDF55036978,2018-11-01,1
IDF55036982,2016-08-01,1
IDF55036996,2017-04-01,1
IDF55037005,2013-10-01,1
IDF55037042,2019-10-01,1
IDF55037063,2019-10-01,1
IDF55037069,2019-09-01,1
IDF55037084,2013-08-01,1
IDF55037086,2018-05-01,1
IDF55037093,2018-02-01,1
IDF55037125,2018-12-01,1
IDF55037128,2016-06-01,1
IDF55037139,2018-04-01,1
IDF55037159,2015-07-01,1
IDF55037192,2016-05-01,1
IDF55037240,2015-08-01,1
IDF55037249,2015-03-01,1
IDF55037272,2014-02-01,1
IDF55037291,2015-11-01,1
IDF55037298,2015-01-01,1
IDF55037311,2015-04-01,1
IDF55037334,2014-05-01,1
IDF55037393,2015-11-01,1
IDF55037465,2014-01-01,1
IDF55037487,2015-08-01,1
IDF55037528,2018-12-01,1
IDF55037559,2018-03-01,1
IDF55037572,2019-05-01,1
IDF55037633,2017-03-01,1
IDF55037661,2018-04-01,1
IDF55037717,2016-12-01,1
IDF55037740,2019-11-01,1
IDF55037779,2015-04-01,1
IDF55037781,2014-04-01,1
IDF55037822,2018-02-01,1
IDF55037864,2016-11-01,1
IDF55037888,2015-03-01,1
IDF55037891,2018-02-01,1
IDF55037987,2017-03-01,1
IDF55038022,2015-09-01,1
IDF55038030,2018-10-01,1
IDF55038104,2018-01-01,1
IDF55038144,2016-01-01,1
IDF55038172,2014-07-01,1
IDF55038265,2015-03-01,1
IDF55038276,2013-12-01,1
IDF55038298,2013-04-01,1
IDF55038358,2018-04-01,1
IDF55038383,2019-04-01,1
IDF55038493,2013-11-01,1
IDF55038508,2018-08-01,1
IDF55038558,2014-10-01,1
IDF55038579,2015-04-01,1
IDF55038595,2016-05-01,1
IDF55038653,2014-03-01,1
IDF55038690,2018-06-01,1
IDF55038692,2015-02-01,1
IDF55038770,2019-10-01,1
IDF55038935,2019-02-01,1
IDF55039012,2014-08-01,1
IDF55039087,2017-05-01,1
IDF55039127,2014-06-01,1
IDF55039248,2015-07-01,1
IDF55039275,2013-05-01,1
IDF55039276,2013-05-01,1
IDF55039301,2013-04-01,1
IDF55039311,2019-05-01,1
IDF55039326,2015-03-01,1
IDF55039573,2013-11-01,1
IDF55039624,2014-10-01,1
IDF55039646,2016-03-01,1
IDF55039684,2016-05-01,1
IDF55039718,2015-05-01,1
IDF55039720,2016-04-01,1
IDF55039761,2019-01-01,1
IDF55039784,2018-07-01,1
IDF55039786,2013-04-01,1
IDF55039813,2014-07-01,1
IDF55039882,2015-05-01,1
IDF55039980,2017-02-01,1
IDF55040014,2018-01-01,1
IDF55040025,2015-06-01,1
IDF55040037,2016-02-01,1
IDF55040100,2014-09-01,1
IDF55040185,2016-10-01,1
IDF55040244,2018-07-01,1
IDF55040280,2014-03-01,1
IDF55040281,2014-01-01,1
IDF55040287,2015-03-01,1
IDF55040291,2015-03-01,1
IDF55040342,2014-04-01,1
IDF55040421,2014-09-01,1
IDF55040430,2016-11-01,1
IDF55040478,2019-04-01,1
IDF55040486,2014-05-01,1
IDF55040508,2014-07-01,1
IDF55040517,2016-10-01,1
IDF55040549,2013-04-01,1
IDF55040611,2016-01-01,1
IDF55040622,2017-05-01,1
IDF55040656,2015-07-01,1
IDF55040675,2014-03-01,1
IDF55040690,2019-12-01,1
IDF55040719,2013-04-01,1
IDF55040744,2015-10-01,1
IDF55040752,2018-11-01,1
IDF55040765,2019-02-01,1
IDF55040846,2016-07-01,1
IDF55040953,2013-10-01,1
IDF55040956,2018-07-01,1
IDF55041001,2018-10-01,1
IDF55041023,2014-11-01,1
IDF55041033,2016-07-01,1
IDF55041098,2016-03-01,1
IDF55041337,2014-02-01,1
IDF55041372,2017-05-01,1
IDF55041390,2018-11-01,1
IDF55041435,2013-10-01,1
IDF55041455,2016-10-01,1
IDF55041492,2017-11-01,1
IDF55041540,2013-02-01,1
IDF55041574,2019-04-01,1
IDF55041589,2017-03-01,1
IDF55041606,2016-05-01,1
IDF55041615,2018-04-01,1
IDF55041701,2018-02-01,1
IDF55041708,2015-11-01,1
IDF55041758,2015-05-01,1
IDF55041782,2015-02-01,1
IDF55041845,2015-07-01,1
IDF55041861,2013-08-01,1
IDF55041888,2019-04-01,1
IDF55041922,2018-05-01,1
IDF55041943,2018-01-01,1
IDF55041953,2018-10-01,1
IDF55041956,2016-05-01,1
IDF55041984,2015-05-01,1
IDF55042004,2018-03-01,1
IDF55042030,2017-05-01,1
IDF55042076,2019-12-01,1
IDF55042094,2014-09-01,1
IDF55042147,2018-09-01,1
IDF55042148,2014-06-01,1
IDF55042164,2015-08-01,1
IDF55042165,2019-06-01,1
IDF55042200,2017-08-01,1
IDF55042227,2015-01-01,1
IDF55042257,2017-06-01,1
IDF55042262,2018-05-01,1
IDF55042264,2013-11-01,1
IDF55042269,2019-12-01,1
IDF55042341,2014-01-01,1
IDF55042348,2013-03-01,1
IDF55042451,2018-09-01,1
IDF55042460,2015-07-01,1
IDF55042461,2013-04-01,1
IDF55042478,2018-10-01,1
IDF55042535,2013-06-01,1
IDF55042596,2013-12-01,1
IDF55042629,2018-03-01,1
IDF55042659,2018-09-01,1
IDF55042664,2019-12-01,1
IDF55042769,2017-01-01,1
IDF55042804,2014-03-01,1
IDF55042820,2014-10-01,1
IDF55042859,2019-06-01,1
IDF55042878,2014-03-01,1
IDF55042915,2019-04-01,1
IDF55042938,2013-06-01,1
IDF55042944,2019-04-01,1
IDF55042962,2013-04-01,1
IDF55042973,2015-01-01,1
IDF55043162,2013-08-01,1
IDF55043206,2015-12-01,1
IDF55043247,2016-07-01,1
IDF55043379,2016-01-01,1
IDF55043450,2016-12-01,1
IDF55043503,2019-01-01,1
IDF55043534,2018-10-01,1
IDF55043551,2016-10-01,1
IDF55043622,2015-06-01,1
IDF55043738,2013-11-01,1
IDF55043759,2019-12-01,1
IDF55043819,2014-07-01,1
IDF55043847,2013-02-01,1
IDF55043855,2015-01-01,1
IDF55043890,2014-03-01,1
IDF55043891,2013-09-01,1
IDF55043942,2014-03-01,1
IDF55044105,2016-10-01,1
IDF55044213,2013-07-01,1
IDF55044260,2015-01-01,1
IDF55044294,2017-05-01,1
IDF55044295,2019-11-01,1
IDF55044315,2018-05-01,1
IDF55044316,2018-05-01,1
IDF55044324,2014-04-01,1
IDF55044334,2018-12-01,1
IDF55044389,2014-05-01,1
IDF55044529,2018-01-01,1
IDF55044572,2015-01-01,1
IDF55044583,2018-02-01,1
IDF55044590,2017-08-01,1
IDF55044601,2014-07-01,1
IDF55044619,2016-09-01,1
IDF55044665,2013-12-01,1
IDF55044687,2019-07-01,1
IDF55044746,2018-12-01,1
IDF55044763,2014-08-01,1
IDF55044870,2014-01-01,1
IDF55044985,2016-01-01,1
IDF55045041,2013-12-01,1
IDF55045115,2018-11-01,1
IDF55045148,2019-04-01,1
IDF55045162,2019-10-01,1
IDF55045173,2017-05-01,1
IDF55045226,2015-06-01,1
IDF55045274,2017-09-01,1
IDF55045278,2015-03-01,1
IDF55045316,2015-06-01,1
IDF55045336,2019-12-01,1
IDF55045337,2019-02-01,1
IDF55045454,2014-09-01,1
IDF55045484,2014-04-01,1
IDF55045578,2016-12-01,1
IDF55045635,2019-09-01,1
IDF55045661,2014-08-01,1
IDF55045700,2016-09-01,1
IDF55045712,2019-10-01,1
IDF55045753,2018-02-01,1
IDF55045766,2015-06-01,1
IDF55045818,2014-11-01,1
IDF55045857,2019-03-01,1
IDF55045876,2018-03-01,1
IDF55045965,2015-11-01,1
IDF55045991,2014-12-01,1
IDF55046069,2018-01-01,1
IDF55046086,2017-07-01,1
IDF55046088,2016-06-01,1
IDF55046129,2019-03-01,1
IDF55046135,2014-11-01,1
IDF55046177,2016-04-01,1
IDF55046191,2014-01-01,1
IDF55046193,2017-07-01,1
IDF55046211,2014-08-01,1
IDF55046230,2014-04-01,1
IDF55046254,2015-09-01,1
IDF55046279,2015-07-01,1
IDF55046328,2019-05-01,1
IDF55046340,2015-01-01,1
IDF55046350,2019-06-01,1
IDF55046399,2014-12-01,1
IDF55046412,2017-02-01,1
IDF55046612,2014-04-01,1
IDF55046655,2013-07-01,1
IDF55046789,2015-01-01,1
IDF55046796,2013-04-01,1
IDF55046817,2018-03-01,1
IDF55046846,2014-10-01,1
IDF55046877,2014-11-01,1
IDF55046995,2013-01-01,1
IDF55046997,2016-02-01,1
IDF55047039,2013-09-01,1
IDF55047066,2016-07-01,1
IDF55047097,2017-02-01,1
IDF55047111,2013-11-01,1
IDF55047115,2014-05-01,1
IDF55047123,2017-05-01,1
IDF55047176,2017-01-01,1
IDF55047190,2017-05-01,1
IDF55047226,2016-10-01,1
IDF55047283,2013-04-01,1
IDF55047285,2013-04-01,1
IDF55047310,2016-02-01,1
IDF55047315,2019-03-01,1
IDF55047372,2018-05-01,1
IDF55047389,2014-12-01,1
IDF55047421,2016-02-01,1
IDF55047435,2014-07-01,1
IDF55047534,2016-06-01,1
IDF55047571,2018-06-01,1
IDF55047613,2014-03-01,1
IDF55047645,2013-05-01,1
IDF55047664,2016-02-01,1
IDF55047670,2016-07-01,1
IDF55047691,2014-08-01,1
IDF55047716,2017-08-01,1
IDF55047741,2018-11-01,1
IDF55047743,2014-05-01,1
IDF55047764,2016-02-01,1
IDF55047793,2014-08-01,1
IDF55047842,2015-11-01,1
IDF55047853,2014-12-01,1
IDF55047949,2017-01-01,1
IDF55047969,2016-05-01,1
IDF55048079,2013-08-01,1
IDF55048180,2017-07-01,1
IDF55048210,2017-04-01,1
IDF55048225,2018-12-01,1
IDF55048249,2016-03-01,1
IDF55048251,2014-11-01,1
IDF55048265,2017-07-01,1
IDF55048287,2018-12-01,1
IDF55048383,2019-03-01,1
IDF55048422,2018-05-01,1
IDF55048427,2015-03-01,1
IDF55048463,2019-11-01,1
IDF55048487,2017-04-01,1
IDF55048488,2019-07-01,1
IDF55048524,2018-12-01,1
IDF55048536,2016-10-01,1
IDF55048571,2019-12-01,1
IDF55048601,2013-06-01,1
IDF55048621,2013-06-01,1
IDF55048650,2015-12-01,1
IDF55048729,2019-12-01,1
IDF55048804,2018-07-01,1
IDF55048886,2017-03-01,1
IDF55048987,2019-03-01,1
IDF55049003,2014-07-01,1
IDF55049012,2014-11-01,1
IDF55049051,2017-09-01,1
IDF55049093,2017-10-01,1
IDF55049097,2013-12-01,1
IDF55049177,2016-05-01,1
IDF55049226,2019-02-01,1
IDF55049249,2013-02-01,1
IDF55049274,2017-04-01,1
IDF55049278,2016-12-01,1
IDF55049310,2017-12-01,1
IDF55049341,2018-06-01,1
IDF55049374,2015-06-01,1
IDF55049381,2014-05-01,1
IDF55049403,2015-06-01,1
IDF55049411,2016-08-01,1
IDF55049444,2016-07-01,1
IDF55049449,2013-12-01,1
IDF55049454,2015-09-01,1
IDF55049488,2019-04-01,1
IDF55049521,2018-04-01,1
IDF55049522,2018-09-01,1
IDF55049649,2014-01-01,1
IDF55049659,2017-01-01,1
IDF55049755,2019-10-01,1
IDF55049782,2016-12-01,1
IDF55049819,2014-08-01,1
IDF55049896,2013-10-01,1
IDF55049936,2016-09-01,1
IDF55049944,2019-06-01,1
IDF55050034,2016-10-01,1
IDF55050044,2014-10-01,1
IDF55050070,2016-01-01,1
IDF55050104,2017-03-01,1
IDF55050106,2014-11-01,1
IDF55050122,2019-12-01,1
IDF55050144,2018-02-01,1
IDF55050273,2014-09-01,1
IDF55050303,2015-02-01,1
IDF55050359,2014-09-01,1
IDF55050480,2014-12-01,1
IDF55050501,2016-12-01,1
IDF55050506,2014-06-01,1
IDF55050577,2019-08-01,1
IDF55050662,2015-12-01,1
IDF55050729,2014-01-01,1
IDF55050761,2019-01-01,1
IDF55050792,2016-08-01,1
IDF55050797,2017-08-01,1
IDF55050827,2017-03-01,1
IDF55050886,2015-05-01,1
IDF55050909,2014-11-01,1
IDF55050910,2015-08-01,1
IDF55050939,2015-06-01,1
IDF55050962,2014-07-01,1
IDF55050967,2015-12-01,1
IDF55051004,2014-08-01,1
IDF55051006,2015-04-01,1
IDF55051094,2019-12-01,1
IDF55051208,2017-05-01,1
IDF55051221,2015-09-01,1
IDF55051236,2016-07-01,1
IDF55051261,2018-05-01,1
IDF55051266,2016-08-01,1
IDF55051291,2019-09-01,1
IDF55051296,2015-03-01,1
IDF55051379,2013-10-01,1
IDF55051384,2013-11-01,1
IDF55051414,2013-09-01,1
IDF55051422,2018-08-01,1
IDF55051444,2017-09-01,1
IDF55051488,2015-01-01,1
IDF55051585,2016-12-01,1
IDF55051615,2013-08-01,1
IDF55051617,2018-03-01,1
IDF55051622,2016-04-01,1
IDF55051625,2016-04-01,1
IDF55051693,2017-04-01,1
IDF55051697,2015-10-01,1
IDF55051827,2019-02-01,1
IDF55051831,2015-05-01,1
IDF55051895,2017-03-01,1
IDF55051947,2013-12-01,1
IDF55051980,2019-02-01,1
IDF55052037,2014-09-01,1
IDF55052098,2018-06-01,1
IDF55052099,2019-02-01,1
IDF55052109,2015-08-01,1
IDF55052120,2016-08-01,1
IDF55052197,2018-08-01,1
IDF55052299,2019-07-01,1
IDF55052334,2018-09-01,1
IDF55052369,2016-11-01,1
IDF55052411,2016-10-01,1
IDF55052423,2019-01-01,1
IDF55052431,2019-09-01,1
IDF55052448,2017-06-01,1
IDF55052529,2013-10-01,1
IDF55052532,2016-07-01,1
IDF55052538,2015-11-01,1
IDF55052619,2016-10-01,1
IDF55052695,2018-09-01,1
IDF55052767,2015-12-01,1
IDF55052803,2016-09-01,1
IDF55052806,2014-01-01,1
IDF55052830,2018-04-01,1
IDF55052857,2019-09-01,1
IDF55052867,2017-02-01,1
IDF55052946,2013-03-01,1
IDF55053018,2017-11-01,1
IDF55053025,2014-01-01,1
IDF55053094,2019-02-01,1
IDF55053120,2018-09-01,1
IDF55053225,2019-06-01,1
IDF55053274,2016-04-01,1
IDF55053311,2016-01-01,1
IDF55053369,2016-08-01,1
IDF55053371,2018-07-01,1
IDF55053481,2014-10-01,1
IDF55053548,2015-10-01,1
IDF55053564,2019-10-01,1
IDF55053606,2013-11-01,1
IDF55053634,2013-01-01,1
IDF55053792,2018-02-01,1
IDF55053871,2015-12-01,1
IDF55053884,2014-07-01,1
IDF55053949,2017-06-01,1
IDF55053977,2015-03-01,1
IDF55053998,2015-01-01,1
IDF55054028,2013-10-01,1
IDF55054066,2015-07-01,1
IDF55054140,2014-02-01,1
IDF55054146,2014-06-01,1
IDF55054206,2016-07-01,1
IDF55054215,2013-08-01,1
IDF55054218,2016-07-01,1
IDF55054220,2018-02-01,1
IDF55054228,2016-08-01,1
IDF55054234,2014-10-01,1
IDF55054285,2015-01-01,1
IDF55054304,2018-04-01,1
IDF55054395,2015-02-01,1
IDF55054418,2013-07-01,1
IDF55054426,2019-05-01,1
IDF55054434,2016-04-01,1
IDF55054443,2014-07-01,1
IDF55054479,2019-06-01,1
IDF55054524,2013-07-01,1
IDF55054540,2013-06-01,1
IDF55054546,2016-02-01,1
IDF55054609,2015-10-01,1
IDF55054718,2016-02-01,1
IDF55054740,2018-08-01,1
IDF55054749,2013-05-01,1
IDF55054757,2016-10-01,1
IDF55054765,2018-03-01,1
IDF55054980,2016-07-01,1
IDF55055012,2018-05-01,1
IDF55055023,2019-10-01,1
IDF55055024,2019-09-01,1
IDF55055071,2016-03-01,1
IDF55055094,2018-10-01,1
IDF55055198,2016-02-01,1
IDF55055298,2016-04-01,1
IDF55055337,2016-05-01,1
IDF55055359,2019-11-01,1
IDF55055380,2014-03-01,1
IDF55055395,2018-06-01,1
IDF55055405,2015-10-01,1
IDF55055406,2013-10-01,1
IDF55055408,2013-04-01,1
IDF55055444,2018-06-01,1
IDF55055463,2018-05-01,1
IDF55055468,2017-06-01,1
IDF55055516,2014-12-01,1
IDF55055545,2018-08-01,1
IDF55055658,2013-03-01,1
IDF55055694,2019-01-01,1
IDF55055711,2013-05-01,1
IDF55055715,2017-03-01,1
IDF55055721,2018-07-01,1
IDF55055724,2018-07-01,1
IDF55055733,2016-09-01,1
IDF55055749,2017-09-01,1
IDF55055837,2018-01-01,1
IDF55055844,2015-05-01,1
IDF55055847,2015-10-01,1
IDF55055848,2014-06-01,1
IDF55055849,2014-12-01,1
IDF55055872,2015-01-01,1
IDF55055879,2018-02-01,1
IDF55055890,2017-04-01,1
IDF55055897,2017-03-01,1
IDF55055962,2017-12-01,1
IDF55055963,2014-11-01,1
IDF55056045,2014-12-01,1
IDF55056105,2015-11-01,1
IDF55056190,2016-04-01,1
IDF55056236,2019-10-01,1
IDF55056240,2018-01-01,1
IDF55056257,2015-09-01,1
IDF55056271,2016-10-01,1
IDF55056352,2019-02-01,1
IDF55056393,2014-09-01,1
IDF55056489,2018-06-01,1
IDF55056535,2019-07-01,1
IDF55056549,2013-12-01,1
IDF55056572,2017-06-01,1
IDF55056600,2014-05-01,1
IDF55056699,2014-12-01,1
IDF55056704,2018-04-01,1
IDF55056705,2016-02-01,1
IDF55056729,2019-06-01,1
IDF55056753,2015-05-01,1
IDF55056801,2015-03-01,1
IDF55056947,2017-02-01,1
IDF55056966,2017-06-01,1
IDF55057052,2018-04-01,1
IDF55057145,2014-05-01,1
IDF55057224,2014-03-01,1
IDF55057241,2015-04-01,1
IDF55057262,2019-09-01,1
IDF55057266,2016-04-01,1
IDF55057305,2015-03-01,1
IDF55057329,2013-04-01,1
IDF55057334,2014-04-01,1
IDF55057432,2016-01-01,1
IDF55057452,2019-09-01,1
IDF55057481,2019-04-01,1
IDF55057508,2015-12-01,1
IDF55057511,2015-07-01,1
IDF55057518,2015-10-01,1
IDF55057560,2015-04-01,1
IDF55057646,2016-10-01,1
IDF55057690,2014-03-01,1
IDF55057694,2017-02-01,1
IDF55057728,2018-02-01,1
IDF55057762,2014-01-01,1
IDF55057798,2019-12-01,1
IDF55057843,2019-11-01,1
IDF55057864,2016-11-01,1
IDF55057901,2016-06-01,1
IDF55057930,2016-02-01,1
IDF55057975,2016-09-01,1
IDF55057982,2018-03-01,1
IDF55058005,2014-05-01,1
IDF55058102,2013-06-01,1
IDF55058152,2018-07-01,1
IDF55058155,2016-09-01,1
IDF55058156,2017-06-01,1
IDF55058187,2017-05-01,1
IDF55058213,2014-06-01,1
IDF55058216,2018-11-01,1
IDF55058260,2019-09-01,1
IDF55058286,2018-01-01,1
IDF55058432,2019-10-01,1
IDF55058442,2015-04-01,1
IDF55058472,2015-04-01,1
IDF55058477,2014-02-01,1
IDF55058499,2013-04-01,1
IDF55058521,2019-09-01,1
IDF55058583,2013-09-01,1
IDF55058601,2019-07-01,1
IDF55058614,2015-12-01,1
IDF55058702,2016-11-01,1
IDF55058711,2014-03-01,1
IDF55058726,2017-07-01,1
IDF55058757,2016-08-01,1
IDF55058797,2018-11-01,1
IDF55058837,2015-03-01,1
IDF55058850,2013-11-01,1
IDF55058918,2016-08-01,1
IDF55058929,2017-11-01,1
IDF55058994,2015-06-01,1
IDF55059058,2018-06-01,1
IDF55059080,2016-09-01,1
IDF55059101,2016-12-01,1
IDF55059124,2019-09-01,1
IDF55059147,2018-05-01,1
IDF55059167,2016-08-01,1
IDF55059226,2016-09-01,1
IDF55059331,2014-11-01,1
IDF55059349,2016-05-01,1
IDF55059370,2018-07-01,1
IDF55059433,2018-08-01,1
IDF55059497,2014-11-01,1
IDF55059500,2013-07-01,1
IDF55059507,2014-03-01,1
IDF55059532,2019-08-01,1
IDF55059536,2017-05-01,1
IDF55059548,2017-07-01,1
IDF55059572,2014-12-01,1
IDF55059590,2013-07-01,1
IDF55059613,2017-10-01,1
IDF55059652,2015-03-01,1
IDF55059690,2017-02-01,1
IDF55059710,2013-01-01,1
IDF55059737,2018-12-01,1
IDF55059833,2016-04-01,1
IDF55059834,2017-03-01,1
IDF55059855,2015-09-01,1
IDF55059868,2015-05-01,1
IDF55059875,2017-10-01,1
IDF55059948,2017-04-01,1
IDF55060059,2014-12-01,1
IDF55060104,2019-11-01,1
IDF55060123,2014-12-01,1
IDF55060170,2017-03-01,1
IDF55060201,2013-02-01,1
IDF55060232,2015-04-01,1
IDF55060261,2015-11-01,1
IDF55060354,2018-03-01,1
IDF55060437,2013-12-01,1
IDF55060521,2015-03-01,1
IDF55060534,2018-03-01,1
IDF55060778,2017-04-01,1
IDF55060791,2018-02-01,1
IDF55060796,2014-03-01,1
IDF55060819,2013-10-01,1
IDF55060920,2016-08-01,1
IDF55060933,2014-02-01,1
IDF55061015,2013-06-01,1
IDF55061038,2015-12-01,1
IDF55061071,2017-07-01,1
IDF55061086,2017-03-01,1
IDF55061105,2018-08-01,1
IDF55061109,2016-06-01,1
IDF55061118,2018-12-01,1
IDF55061128,2015-05-01,1
IDF55061134,2019-06-01,1
IDF55061161,2017-04-01,1
IDF55061228,2015-06-01,1
IDF55061254,2015-11-01,1
IDF55061277,2019-12-01,1
IDF55061281,2013-04-01,1
IDF55061323,2016-04-01,1
IDF55061369,2013-11-01,1
IDF55061392,2015-08-01,1
IDF55061456,2018-06-01,1
IDF55061465,2013-01-01,1
IDF55061578,2015-04-01,1
IDF55061660,2015-04-01,1
IDF55061757,2018-04-01,1
IDF55061775,2018-06-01,1
IDF55061893,2013-06-01,1
IDF55061920,2017-01-01,1
IDF55061923,2013-02-01,1
IDF55061943,2017-01-01,1
IDF55061995,2014-07-01,1
IDF55061998,2014-02-01,1
IDF55062077,2016-01-01,1
IDF55062085,2018-03-01,1
IDF55062171,2018-08-01,1
IDF55062181,2017-08-01,1
IDF55062186,2018-04-01,1
IDF55062222,2019-11-01,1
IDF55062228,2016-01-01,1
IDF55062278,2016-07-01,1
IDF55062293,2018-10-01,1
IDF55062301,2018-04-01,1
IDF55062303,2019-11-01,1
IDF55062319,2018-06-01,1
IDF55062420,2016-02-01,1
IDF55062456,2018-07-01,1
IDF55062480,2013-05-01,1
IDF55062580,2014-12-01,1
IDF55062649,2017-10-01,1
IDF55062652,2015-05-01,1
IDF55062668,2014-03-01,1
IDF55062690,2016-10-01,1
IDF55062763,2018-10-01,1
IDF55062803,2016-06-01,1
IDF55062809,2019-12-01,1
