ID,дата_начала_периода,просрочка_дней
IDF54989023,2013-12-01,82
IDF54915362,2019-12-01,113
IDF55105432,2016-04-01,107
IDF54959277,2016-09-01,131
IDF55056947,2018-06-01,90
IDF55085277,2019-10-01,119
IDF55071323,2018-12-01,106
IDF55127683,2017-03-01,100
IDF55135490,2019-07-01,148
IDF54992226,2017-10-01,127
IDF55012247,2014-06-01,143
IDF54934197,2019-11-01,143
IDF55106146,2016-05-01,123
IDF54909028,2017-05-01,125
IDF55048980,2019-07-01,131
IDF55064035,2014-09-01,119
IDF55022944,2017-12-01,97
IDF55106858,2015-10-01,97
IDF55025993,2014-10-01,121
IDF54958940,2018-05-01,139
IDF54959035,2018-08-01,80
IDF55020192,2015-03-01,99
IDF54963811,2017-03-01,89
IDF55024641,2019-09-01,128
IDF55124165,2019-11-01,110
IDF54937299,2016-09-01,87
IDF55007043,2014-09-01,113
IDF54999451,2018-11-01,112
IDF55071152,2018-11-01,92
IDF55036667,2019-03-01,96
IDF55025466,2019-11-01,148
IDF55037178,2019-08-01,106
IDF55027239,2015-11-01,98
IDF54984105,2016-04-01,90
IDF54905725,2014-07-01,122
IDF55026376,2019-10-01,137
IDF55009168,2018-12-01,150
IDF54986156,2019-03-01,89
IDF54924478,2017-05-01,117
IDF55091527,2015-11-01,119
IDF55049374,2016-07-01,148
IDF54985400,2015-01-01,133
IDF54908317,2018-05-01,108
IDF54924118,2019-10-01,81
IDF55027765,2016-01-01,109
IDF55107832,2016-07-01,117
IDF54940432,2018-09-01,119
IDF55006076,2016-09-01,131
IDF54902170,2019-02-01,88
IDF55041333,2018-05-01,86
IDF55056045,2016-05-01,147
IDF54934673,2019-04-01,133
IDF55031595,2014-11-01,100
IDF55133890,2015-01-01,145
IDF55016323,2018-11-01,124
IDF55009131,2015-10-01,117
IDF55103312,2017-07-01,85
IDF55066996,2019-08-01,80
IDF55140695,2014-11-01,94
IDF54934257,2019-12-01,107
IDF55044957,2019-12-01,108
IDF55087505,2017-12-01,113
IDF55111351,2015-07-01,96
IDF55148472,2015-05-01,117
IDF55086720,2019-09-01,132
IDF55006873,2015-09-01,133
IDF55061134,2019-09-01,111
IDF55124678,2019-07-01,121
IDF55124890,2016-10-01,95
IDF54899444,2017-08-01,127
IDF55101661,2016-01-01,145
IDF55057285,2018-03-01,88
IDF54962695,2019-05-01,146
IDF55090378,2019-02-01,126
IDF55002931,2017-01-01,81
IDF55073638,2019-09-01,143
IDF55082628,2019-02-01,145
IDF55085782,2018-04-01,84
IDF55022088,2019-09-01,126
IDF54960483,2019-07-01,83
IDF55029767,2019-03-01,129
IDF55036899,2018-12-01,132
IDF55028964,2014-12-01,110
IDF55115732,2014-02-01,150
IDF54921055,2019-02-01,124
IDF55048383,2019-08-01,84
IDF55025467,2015-06-01,101
IDF55038358,2019-02-01,134
IDF54967384,2014-08-01,101
IDF55041270,2018-11-01,116
IDF55036456,2017-06-01,87
IDF54926516,2019-06-01,137
IDF54949687,2015-03-01,94
IDF54969301,2019-12-01,149
IDF54993998,2017-10-01,98
IDF54965244,2018-06-01,129
IDF54927445,2017-10-01,103
IDF55147611,2017-06-01,134
IDF54966672,2019-04-01,136
IDF54922523,2018-02-01,84
IDF55026857,2017-09-01,114
IDF55066319,2014-11-01,103
IDF54978128,2018-04-01,90
IDF54960386,2015-05-01,118
IDF55072402,2018-08-01,92
IDF55102491,2015-09-01,125
IDF54921912,2016-02-01,92
IDF55022045,2016-02-01,93
IDF55051189,2019-10-01,140
IDF55023727,2018-07-01,83
IDF55056252,2014-12-01,98
IDF54917635,2018-11-01,101
IDF54960631,2019-10-01,97
IDF54989903,2018-07-01,88
IDF54920914,2018-05-01,113
IDF55110231,2017-11-01,118
IDF54900431,2015-11-01,135
IDF55146602,2014-06-01,147
IDF54999842,2015-11-01,114
IDF54987785,2016-02-01,138
IDF54996865,2015-04-01,100
IDF54916127,2015-05-01,120
IDF55151502,2017-01-01,142
IDF55041455,2018-04-01,89
IDF55046091,2016-01-01,135
IDF55064156,2014-11-01,148
IDF54980916,2015-09-01,126
IDF54963417,2017-09-01,125
IDF55043450,2018-02-01,85
IDF55036300,2019-10-01,137
IDF55118980,2018-06-01,84
IDF55014420,2015-09-01,134
IDF55005591,2015-01-01,91
IDF55050104,2018-11-01,106
IDF54952185,2018-06-01,82
IDF55088842,2018-12-01,104
IDF54977778,2019-03-01,109
IDF55149101,2019-07-01,119
IDF55095626,2019-06-01,111
IDF55009371,2015-02-01,91
IDF54999704,2016-04-01,141
IDF55060273,2019-11-01,123
IDF55026733,2014-03-01,81
IDF55088424,2018-01-01,139
IDF54969230,2019-02-01,146
IDF54962494,2015-04-01,113
IDF54933715,2014-08-01,124
IDF55032968,2019-09-01,127
IDF54980840,2019-12-01,102
IDF54943145,2015-05-01,80
IDF55082766,2016-11-01,124
IDF54975947,2014-10-01,125
IDF54945660,2017-06-01,99
IDF55051066,2019-09-01,136
IDF55024289,2016-09-01,113
IDF54968299,2019-08-01,121
IDF55004232,2015-05-01,109
IDF54917970,2015-09-01,125
IDF55002254,2018-08-01,93
IDF54905730,2019-06-01,136
IDF55006602,2016-05-01,117
IDF54908506,2018-04-01,112
IDF55030078,2015-06-01,143
IDF54950689,2019-04-01,110
IDF55065271,2019-10-01,110
IDF55118163,2016-05-01,115
IDF55094522,2014-03-01,93
IDF54913354,2014-04-01,129
IDF55010131,2018-04-01,121
IDF54947619,2016-11-01,101
IDF55138139,2018-08-01,107
IDF55086121,2015-12-01,130
IDF54977186,2018-07-01,111
IDF55139252,2017-08-01,141
IDF55027862,2016-10-01,125
IDF55073273,2017-05-01,129
IDF55112860,2014-12-01,142
IDF55058122,2019-02-01,100
IDF54928802,2017-02-01,87
IDF54991724,2015-05-01,91
IDF54962918,2018-10-01,121
IDF55056544,2019-12-01,113
IDF55077900,2019-09-01,109
IDF55007563,2018-08-01,123
IDF55059300,2019-11-01,137
IDF54948818,2019-12-01,103
IDF55133685,2019-08-01,146
IDF54972742,2014-11-01,110
IDF55086917,2018-12-01,147
IDF55077044,2015-12-01,94
IDF55055787,2016-05-01,148
IDF55070712,2017-07-01,138
IDF54906908,2019-09-01,117
IDF54935372,2018-12-01,101
IDF54932366,2014-07-01,119
IDF55036294,2016-12-01,118
IDF55050235,2018-04-01,93
IDF55013476,2019-06-01,126
IDF55054339,2018-07-01,101
IDF55106972,2018-12-01,89
IDF54916577,2018-09-01,111
IDF55134264,2019-02-01,123
IDF54902768,2019-08-01,110
IDF55011788,2019-10-01,145
IDF55040536,2018-12-01,123
IDF54927533,2016-04-01,138
IDF55023054,2016-12-01,112
IDF54986222,2016-06-01,105
IDF55072730,2019-04-01,127
IDF54950935,2018-11-01,110
IDF55138474,2018-10-01,104
IDF55033068,2019-04-01,116
IDF54943452,2015-04-01,92
IDF55093062,2017-07-01,114
IDF54950402,2018-05-01,101
IDF55094776,2019-04-01,101
IDF54939912,2018-10-01,145
IDF55126945,2018-04-01,143
IDF54913525,2019-05-01,103
IDF55126771,2014-05-01,86
IDF54898555,2018-10-01,141
IDF54956905,2019-11-01,148
IDF55005590,2019-10-01,84
IDF54950001,2019-12-01,111
IDF55035546,2015-05-01,124
IDF54966518,2017-06-01,119
IDF55017265,2015-07-01,149
IDF55098912,2017-06-01,107
IDF55024012,2016-11-01,98
IDF54969409,2018-09-01,150
IDF54937920,2016-05-01,139
IDF55064553,2018-10-01,121
IDF55098051,2014-09-01,91
IDF55058850,2015-07-01,144
IDF55038493,2015-04-01,102
IDF55040335,2019-08-01,122
IDF54984026,2019-04-01,91
IDF55092475,2015-03-01,105
IDF54924982,2017-08-01,96
IDF55058260,2019-11-01,99
IDF55133073,2018-10-01,83
IDF54996660,2017-06-01,83
IDF54939206,2016-01-01,97
IDF54952997,2017-01-01,85
IDF54994466,2018-11-01,124
IDF54976829,2019-08-01,98
IDF55031600,2016-08-01,140
IDF55053548,2016-09-01,122
IDF54951121,2019-09-01,89
IDF55082963,2019-08-01,89
IDF54936250,2019-03-01,135
IDF55114798,2019-04-01,106
IDF55078508,2019-11-01,118
IDF55049997,2019-09-01,119
IDF54973395,2019-07-01,122
IDF54962851,2015-05-01,150
IDF55140643,2017-03-01,107
IDF55139083,2018-12-01,128
IDF55049773,2019-11-01,97
IDF55041782,2016-07-01,114
IDF54900390,2015-09-01,112
IDF54925246,2019-07-01,122
IDF55087111,2018-08-01,86
IDF55105640,2016-04-01,94
IDF55055363,2017-12-01,135
IDF55112994,2014-09-01,85
IDF55010932,2015-11-01,117
IDF55124793,2016-12-01,105
IDF55015116,2015-09-01,88
IDF55044619,2017-11-01,112
IDF54984066,2015-03-01,94
IDF54949086,2016-01-01,95
IDF55052325,2018-11-01,109
IDF55100465,2018-07-01,99
IDF55007881,2017-09-01,115
IDF55004508,2017-02-01,104
IDF55034223,2016-06-01,111
IDF55008322,2019-06-01,121
IDF54949809,2018-06-01,113
IDF55097353,2019-11-01,98
IDF54907032,2017-02-01,125
IDF55059855,2016-12-01,137
IDF55035463,2014-02-01,137
IDF55080069,2019-05-01,100
IDF54917021,2017-11-01,100
IDF55022098,2014-09-01,126
IDF54949366,2018-10-01,96
IDF55087122,2015-02-01,129
IDF55129164,2016-05-01,84
IDF55074894,2017-03-01,123
IDF55067881,2019-06-01,126
IDF55021941,2019-05-01,100
IDF55018733,2017-06-01,99
IDF54901237,2018-12-01,94
IDF54999022,2016-04-01,136
IDF54939096,2019-04-01,119
IDF55071763,2016-05-01,106
IDF54935226,2017-12-01,120
IDF55064758,2019-06-01,81
IDF55063444,2016-08-01,97
IDF55121088,2019-04-01,119
IDF54915236,2017-02-01,102
IDF54995399,2015-01-01,111
IDF55013308,2017-06-01,138
IDF55145873,2016-05-01,106
IDF54902519,2019-08-01,136
IDF55140943,2016-02-01,135
IDF55058529,2017-07-01,101
IDF55149135,2019-06-01,140
IDF54924474,2016-04-01,138
IDF54907654,2018-06-01,114
IDF55009251,2014-10-01,81
IDF55070290,2014-02-01,94
IDF55127357,2018-10-01,80
IDF54983932,2015-06-01,117
IDF55080184,2014-12-01,142
IDF54923811,2018-05-01,91
IDF55089552,2018-08-01,149
IDF55011472,2019-07-01,119
IDF55145597,2019-08-01,110
IDF55038050,2015-01-01,130
IDF55133762,2016-11-01,86
IDF54995450,2019-04-01,134
IDF54900522,2016-01-01,80
IDF55103913,2019-05-01,129
IDF55083291,2015-02-01,133
IDF55015710,2019-06-01,127
IDF55122750,2015-09-01,132
IDF55033753,2019-08-01,82
IDF55038558,2016-06-01,97
IDF55104220,2016-05-01,121
IDF54936397,2016-06-01,127
IDF54992306,2015-02-01,112
IDF54908070,2017-04-01,121
IDF54904001,2019-06-01,117
IDF55063471,2019-04-01,95
IDF55068983,2018-12-01,94
IDF54945488,2016-07-01,123
IDF55072748,2016-10-01,93
IDF55058102,2014-05-01,122
IDF54923130,2018-04-01,127
IDF55004401,2013-12-01,134
IDF55142635,2019-08-01,83
IDF55066561,2018-11-01,94
IDF54992478,2019-11-01,146
IDF55141178,2014-10-01,101
IDF54961237,2015-12-01,111
IDF54999634,2017-05-01,106
IDF55008476,2018-05-01,144
IDF55051805,2014-10-01,135
IDF55123843,2015-05-01,85
IDF55120508,2019-07-01,133
IDF54997022,2015-09-01,141
IDF55134850,2014-10-01,82
IDF55109513,2018-03-01,102
IDF55063913,2019-03-01,82
IDF54926844,2019-11-01,127
IDF54958519,2019-09-01,116
IDF55103773,2019-03-01,140
IDF55145157,2017-01-01,110
IDF55042148,2015-12-01,80
IDF55108494,2015-09-01,126
IDF55085512,2018-10-01,118
IDF54912057,2013-11-01,84
IDF54935589,2019-11-01,136
IDF54992865,2016-06-01,121
IDF55141297,2018-05-01,101
IDF55003119,2019-05-01,138
IDF54983130,2016-11-01,121
IDF54927506,2014-02-01,85
IDF55074546,2017-10-01,143
IDF55140578,2016-05-01,91
IDF55094625,2016-07-01,133
IDF55103742,2019-05-01,148
IDF54965892,2014-03-01,102
IDF54965606,2019-06-01,104
IDF55025843,2016-01-01,104
IDF55024827,2019-10-01,87
IDF55041378,2018-12-01,134
IDF55104356,2016-05-01,148
IDF55035604,2019-05-01,125
IDF54930623,2016-04-01,98
IDF55063075,2018-08-01,135
IDF55078129,2018-06-01,82
IDF55073568,2019-12-01,104
IDF55145201,2018-05-01,81
IDF54935243,2017-02-01,107
IDF55049944,2019-09-01,111
IDF55126223,2018-07-01,85
IDF54943868,2019-03-01,109
IDF54971762,2015-08-01,82
IDF54959226,2016-01-01,94
IDF55088550,2019-05-01,120
IDF55031849,2015-04-01,81
IDF55106889,2015-02-01,80
IDF55102043,2017-12-01,144
IDF54976809,2014-09-01,80
IDF55047684,2017-09-01,117
IDF55091283,2016-03-01,111
IDF54937395,2016-06-01,130
IDF54910667,2019-07-01,100
IDF55145795,2014-07-01,84
IDF55061441,2014-12-01,88
IDF54908991,2017-03-01,116
IDF55009482,2015-07-01,90
IDF55067843,2015-04-01,134
IDF54940913,2018-12-01,143
IDF55077565,2014-10-01,104
IDF55082562,2019-02-01,96
IDF55125665,2018-07-01,127
IDF54954609,2015-02-01,115
IDF54939658,2019-09-01,120
IDF55011867,2019-05-01,104
IDF55069960,2019-07-01,107
IDF55014659,2016-08-01,109
IDF55078823,2016-10-01,142
IDF55142924,2018-11-01,123
IDF55056951,2019-07-01,124
IDF55024889,2017-11-01,144
IDF55132647,2017-02-01,88
IDF55028449,2016-07-01,100
IDF54910388,2018-02-01,110
IDF54987687,2016-03-01,99
IDF54949127,2018-03-01,135
IDF55110660,2018-12-01,150
IDF55023873,2018-07-01,120
IDF54906110,2017-04-01,149
IDF54938375,2014-07-01,135
IDF55107539,2017-05-01,95
IDF54947994,2018-07-01,147
IDF55064539,2019-08-01,94
IDF55140802,2016-11-01,136
IDF54906610,2019-08-01,140
IDF55142363,2015-01-01,95
IDF55004664,2015-07-01,116
IDF55085765,2014-06-01,99
IDF54951957,2018-12-01,143
IDF54958198,2019-09-01,126
IDF54932584,2016-12-01,81
IDF55070009,2016-12-01,102
IDF54986951,2015-02-01,122
IDF54900691,2016-07-01,130
IDF54937921,2015-10-01,145
IDF54939414,2018-12-01,103
IDF55067583,2016-10-01,87
IDF55097221,2019-05-01,150
IDF54908327,2019-03-01,89
IDF55114504,2018-05-01,137
IDF55056105,2017-05-01,145
IDF55132036,2019-03-01,90
IDF54980685,2016-06-01,118
IDF55088545,2014-05-01,86
IDF55128497,2018-06-01,109
IDF54982076,2015-01-01,122
IDF55044605,2017-03-01,118
IDF55089630,2018-05-01,148
IDF55098308,2014-07-01,103
IDF55054028,2015-04-01,125
IDF55041956,2018-01-01,91
IDF55009067,2014-09-01,138
IDF54985607,2019-02-01,123
IDF55145221,2017-06-01,99
IDF54976099,2018-12-01,129
IDF54930189,2014-11-01,93
IDF55051379,2014-10-01,117
IDF55078680,2016-10-01,110
IDF54914545,2019-11-01,125
IDF54920769,2019-03-01,129
IDF54945150,2016-10-01,102
IDF54940676,2019-04-01,137
IDF54973584,2019-08-01,103
IDF54993183,2017-03-01,105
IDF55003516,2017-03-01,124
IDF55105125,2016-10-01,129
IDF55089239,2014-03-01,124
IDF54949717,2016-08-01,101
IDF55019430,2016-02-01,125
IDF55018371,2019-06-01,89
IDF54983519,2016-07-01,138
IDF54902422,2014-10-01,140
IDF54971902,2016-11-01,82
IDF54967780,2017-03-01,115
IDF54970753,2015-11-01,107
IDF55002839,2016-03-01,80
IDF55041250,2016-09-01,133
IDF55113738,2018-08-01,93
IDF55112615,2016-01-01,95
IDF55045976,2018-08-01,142
IDF55067832,2019-03-01,91
IDF55053390,2018-12-01,88
IDF54962026,2014-06-01,81
IDF54919838,2018-07-01,85
IDF55070127,2018-12-01,128
IDF55055780,2017-09-01,134
IDF54935171,2016-10-01,100
IDF54943843,2019-09-01,123
IDF55031651,2016-08-01,112
IDF54927127,2019-04-01,138
IDF55104508,2019-04-01,149
IDF55071754,2015-05-01,148
IDF55105644,2019-03-01,107
IDF54911211,2017-12-01,137
IDF55075964,2018-10-01,84
IDF55022832,2019-11-01,141
IDF54921352,2017-02-01,105
IDF54962001,2019-04-01,130
IDF55063997,2018-07-01,129
IDF55117791,2017-09-01,144
IDF54927356,2019-03-01,81
IDF54980951,2017-12-01,112
IDF54897416,2015-09-01,82
IDF54904104,2015-05-01,113
IDF55093079,2019-02-01,95
IDF55146476,2018-09-01,132
IDF54941049,2015-03-01,108
IDF55141154,2018-11-01,91
IDF54942378,2017-05-01,137
IDF54959099,2018-02-01,130
IDF55002703,2016-11-01,109
IDF54966732,2019-04-01,100
IDF54958773,2018-06-01,137
IDF55114354,2019-11-01,97
IDF54909982,2018-02-01,130
IDF55062655,2015-04-01,99
IDF55137198,2016-12-01,108
IDF54909716,2015-10-01,118
IDF55079820,2016-03-01,124
IDF55141442,2015-03-01,125
IDF55114364,2019-03-01,147
IDF54914778,2016-04-01,129
IDF55042535,2014-09-01,139
IDF55113945,2016-02-01,98
IDF54898911,2018-07-01,144
IDF55149793,2014-11-01,119
IDF55088375,2018-02-01,85
IDF55000947,2014-05-01,133
IDF55129498,2016-01-01,134
IDF55018758,2017-05-01,126
IDF55049877,2016-05-01,94
IDF55052761,2017-02-01,84
IDF55072054,2015-03-01,88
IDF54973969,2019-02-01,94
IDF55082331,2015-07-01,87
IDF55151111,2015-02-01,125
IDF54938681,2014-04-01,81
IDF55128126,2014-05-01,144
IDF55057262,2019-11-01,120
IDF54924254,2019-12-01,84
IDF54922001,2017-07-01,135
IDF55048992,2017-07-01,141
IDF55046323,2018-10-01,95
IDF55115100,2017-10-01,124
IDF55125399,2014-11-01,106
IDF55123908,2015-10-01,115
IDF54939534,2018-06-01,142
IDF55070919,2016-06-01,119
IDF55069587,2014-07-01,135
IDF55058658,2019-06-01,147
IDF55081080,2017-11-01,141
IDF54980986,2016-03-01,129
IDF55145206,2014-06-01,145
IDF54985167,2019-05-01,82
IDF55017650,2018-11-01,101
IDF54919766,2016-01-01,128
IDF55047421,2017-10-01,93
IDF54949324,2017-05-01,98
IDF55037904,2019-02-01,139
IDF54950464,2015-11-01,105
IDF55114011,2019-03-01,136
IDF54931940,2018-10-01,115
IDF54972378,2017-12-01,145
IDF55023355,2019-03-01,129
IDF54908661,2017-02-01,133
IDF55013524,2017-11-01,141
IDF54925382,2018-10-01,133
IDF55017705,2016-01-01,121
IDF55078561,2018-12-01,121
IDF54994318,2017-09-01,138
IDF55116575,2018-06-01,81
IDF55059058,2019-03-01,120
IDF55149276,2015-04-01,103
IDF55057468,2015-03-01,80
IDF54993131,2016-06-01,105
IDF55024632,2019-05-01,109
IDF54995035,2018-12-01,116
IDF54947930,2019-12-01,145
IDF55001885,2018-11-01,95
IDF54993556,2018-03-01,149
IDF55135239,2015-06-01,82
IDF55120194,2015-05-01,97
IDF54911682,2016-01-01,80
IDF55074587,2016-08-01,117
IDF55092363,2018-10-01,125
IDF54997338,2018-09-01,147
IDF55078473,2018-05-01,86
IDF55069942,2019-03-01,135
IDF55054927,2018-12-01,120
IDF54898697,2017-08-01,82
IDF55111327,2017-07-01,94
IDF54946984,2019-10-01,117
IDF55078374,2019-11-01,136
IDF54982426,2017-03-01,94
IDF55092400,2018-10-01,114
IDF55035924,2014-11-01,133
IDF55023444,2015-01-01,144
IDF55097333,2015-03-01,138
IDF55142540,2018-01-01,146
IDF55038172,2016-01-01,118
IDF54946222,2014-08-01,147
IDF55096712,2018-07-01,84
IDF55017880,2016-09-01,127
IDF55056803,2019-08-01,138
IDF55149424,2019-10-01,128
IDF55135871,2019-06-01,147
IDF54929602,2019-10-01,83
IDF55061299,2016-05-01,103
IDF55003261,2014-09-01,90
IDF55000607,2014-06-01,96
IDF55142249,2016-09-01,80
IDF55106455,2015-05-01,141
IDF55106702,2015-09-01,145
IDF55086825,2019-09-01,116
IDF55047435,2015-06-01,107
IDF54973443,2019-07-01,102
IDF55086226,2018-09-01,99
IDF55053095,2019-11-01,89
IDF54949608,2015-07-01,97
IDF55070024,2017-12-01,119
IDF55049759,2019-04-01,88
IDF54953372,2017-10-01,114
IDF54933791,2014-08-01,139
IDF54928374,2015-04-01,82
IDF54928636,2017-03-01,93
IDF54968099,2019-02-01,120
IDF54929224,2018-07-01,119
IDF54902875,2015-06-01,104
IDF55125659,2015-01-01,103
IDF55114944,2016-05-01,127
IDF55041033,2017-08-01,91
IDF54960057,2016-03-01,130
IDF54915941,2019-07-01,123
IDF55150919,2015-07-01,135
IDF55084232,2018-06-01,140
IDF54924217,2014-10-01,123
IDF55093851,2016-01-01,133
IDF55128848,2018-09-01,82
IDF55027853,2014-10-01,109
IDF55023029,2015-08-01,141
IDF55018750,2019-03-01,82
IDF54944305,2017-09-01,94
IDF55110577,2017-11-01,112
IDF54985232,2019-06-01,107
IDF54905852,2014-07-01,113
IDF54984196,2019-02-01,81
IDF54973792,2019-10-01,134
IDF55064041,2019-04-01,81
IDF54956990,2017-10-01,139
IDF54946621,2015-05-01,120
IDF54926743,2018-03-01,88
IDF54898468,2017-10-01,101
IDF54988066,2019-08-01,114
IDF55016403,2016-09-01,143
IDF54957186,2017-02-01,110
IDF54927785,2018-08-01,87
IDF54932594,2015-06-01,101
IDF55034649,2019-12-01,128
IDF55143029,2016-09-01,124
IDF54935517,2015-01-01,134
IDF55007209,2014-11-01,126
IDF54978008,2019-10-01,108
IDF55051754,2018-09-01,105
IDF54929345,2019-06-01,141
IDF55028252,2015-04-01,112
IDF55116470,2017-12-01,84
IDF54961612,2019-12-01,97
IDF55114247,2019-06-01,109
IDF55089970,2019-04-01,93
IDF55151597,2019-07-01,134
IDF54990769,2018-10-01,84
IDF55079123,2017-04-01,83
IDF54932774,2017-08-01,98
IDF54938465,2014-08-01,117
IDF55053564,2019-11-01,144
IDF55032110,2019-07-01,103
IDF55082846,2019-12-01,94
IDF54916003,2019-04-01,149
IDF54999709,2014-09-01,95
IDF54911864,2016-05-01,116
IDF55126745,2019-06-01,106
IDF55002722,2017-09-01,126
IDF54911828,2015-09-01,122
IDF55101613,2015-12-01,142
IDF54962907,2015-12-01,111
IDF55136024,2017-05-01,103
IDF55005803,2019-04-01,144
IDF55045476,2014-10-01,96
IDF55072904,2015-01-01,90
IDF55089270,2017-11-01,102
IDF54964886,2016-05-01,121
IDF55003091,2017-04-01,108
IDF55091237,2016-03-01,140
IDF55013361,2018-12-01,147
IDF54933972,2015-01-01,123
IDF54920002,2018-05-01,94
IDF55076159,2019-11-01,87
IDF55094208,2018-10-01,140
IDF55028981,2017-11-01,112
IDF55072262,2017-04-01,123
IDF55084601,2019-07-01,87
IDF55126415,2016-01-01,81
IDF55078429,2019-08-01,136
IDF55147797,2015-10-01,96
IDF55020205,2015-07-01,80
IDF55054166,2019-04-01,91
IDF55139552,2015-03-01,120
IDF54959155,2014-06-01,100
IDF55073506,2017-05-01,86
IDF55134686,2018-08-01,109
IDF54957312,2019-10-01,118
IDF55134295,2016-07-01,120
IDF55102708,2019-10-01,82
IDF55127301,2016-08-01,87
IDF54905159,2019-03-01,147
IDF55073793,2017-01-01,113
IDF55023860,2017-10-01,89
IDF54952195,2016-04-01,96
IDF55025421,2019-09-01,92
IDF55118352,2016-04-01,101
IDF55019383,2017-12-01,112
IDF54992283,2019-07-01,145
IDF55089731,2016-04-01,134
IDF54905604,2019-02-01,137
IDF55050431,2015-07-01,88
IDF55048650,2016-10-01,133
IDF54979779,2017-04-01,119
IDF55074031,2018-09-01,135
IDF54926059,2016-09-01,138
IDF54967477,2018-09-01,133
IDF55001623,2016-11-01,115
IDF55017214,2017-07-01,146
IDF54932607,2018-12-01,126
IDF55074775,2018-12-01,116
IDF55029138,2018-12-01,82
IDF55110509,2014-08-01,148
IDF55009337,2014-02-01,87
IDF55070194,2018-06-01,95
IDF54897485,2014-06-01,84
IDF55150436,2019-02-01,113
IDF55027390,2015-11-01,105
IDF54913152,2016-10-01,107
IDF55089254,2016-12-01,97
IDF54941007,2016-09-01,124
IDF54922597,2014-10-01,101
IDF55032820,2016-08-01,116
IDF55099232,2016-08-01,99
IDF54970839,2019-09-01,80
IDF55077461,2017-06-01,146
IDF55006320,2017-04-01,100
IDF55114120,2016-06-01,84
IDF55026033,2017-09-01,87
IDF55077895,2015-05-01,105
IDF55024225,2014-08-01,118
IDF55133165,2016-04-01,138
IDF55058608,2015-09-01,115
IDF55031770,2019-03-01,130
IDF54956908,2019-06-01,119
IDF54994593,2016-10-01,142
IDF55133631,2018-10-01,138
IDF54916655,2019-05-01,104
IDF54955597,2019-06-01,131
IDF54964403,2014-12-01,81
IDF55053102,2018-07-01,116
IDF55074693,2018-06-01,100
IDF54981345,2014-11-01,89
IDF55027035,2015-04-01,132
IDF54900983,2019-02-01,92
IDF54972930,2016-05-01,107
IDF55107646,2016-04-01,134
IDF54980822,2017-05-01,132
IDF55133999,2014-07-01,123
IDF55042859,2019-09-01,81
IDF54982340,2014-05-01,117
IDF54937107,2014-11-01,117
IDF55068564,2015-04-01,106
IDF54928824,2016-09-01,144
IDF54942508,2017-09-01,100
IDF55034144,2019-02-01,93
IDF54940533,2015-09-01,131
IDF55025470,2018-04-01,139
IDF55037334,2015-03-01,130
IDF55119778,2014-11-01,108
IDF54899813,2018-01-01,149
IDF54984556,2018-12-01,142
IDF54955194,2016-01-01,102
IDF54915428,2019-11-01,81
IDF55087847,2018-09-01,104
IDF55143710,2014-12-01,148
IDF55050044,2016-04-01,143
IDF55034570,2018-03-01,81
IDF55055850,2019-07-01,99
IDF55124355,2019-05-01,108
IDF55074806,2019-12-01,98
IDF54911256,2015-01-01,142
IDF54947238,2016-06-01,123
IDF54969339,2014-09-01,121
IDF55032871,2019-08-01,115
IDF54930510,2014-11-01,118
IDF55043210,2019-11-01,135
IDF55008941,2015-07-01,130
IDF54985826,2016-02-01,149
IDF54962753,2016-05-01,112
IDF54961581,2016-03-01,138
IDF55134454,2018-11-01,138
IDF55072160,2015-12-01,145
IDF55081561,2017-08-01,105
IDF54981099,2018-08-01,92
IDF55057036,2019-10-01,113
IDF55135520,2015-11-01,92
IDF54912788,2015-03-01,139
IDF54992846,2019-09-01,86
IDF55031586,2014-11-01,88
IDF55096616,2018-05-01,134
IDF55033474,2018-05-01,110
IDF54927873,2014-05-01,91
IDF55108083,2017-09-01,150
IDF54962556,2016-08-01,122
IDF55075768,2019-05-01,138
IDF54998369,2019-08-01,123
IDF54904628,2019-10-01,129
IDF55119943,2019-03-01,102
IDF54969099,2018-01-01,110
IDF55033719,2019-09-01,148
IDF54928930,2018-09-01,130
IDF54898136,2015-02-01,121
IDF55002394,2015-01-01,122
IDF54925597,2017-07-01,109
IDF54900047,2015-01-01,134
IDF55080449,2017-03-01,119
IDF55114260,2019-12-01,113
IDF54995750,2014-08-01,103
IDF55124918,2019-12-01,88
IDF55004848,2017-01-01,121
IDF55141622,2014-10-01,102
IDF54992410,2014-06-01,95
IDF55107093,2019-08-01,113
IDF55142524,2018-10-01,94
IDF55001637,2018-11-01,133
IDF55067368,2014-11-01,140
IDF54968399,2016-11-01,138
IDF55137856,2019-03-01,126
IDF54900141,2015-01-01,96
IDF55029822,2019-11-01,132
IDF55024298,2014-06-01,145
IDF55115431,2014-11-01,123
IDF54988937,2015-03-01,132
IDF54926271,2018-09-01,143
IDF55145432,2016-05-01,80
IDF55079703,2017-09-01,141
IDF55140602,2019-12-01,125
IDF54939017,2018-08-01,112
IDF54990918,2015-10-01,131
IDF55130788,2014-12-01,82
IDF55002942,2019-02-01,137
IDF55124713,2019-12-01,89
IDF55072905,2014-04-01,131
IDF55088665,2018-06-01,118
IDF55111333,2019-12-01,92
IDF55140097,2019-11-01,81
IDF55091638,2017-01-01,146
IDF54985444,2015-05-01,87
IDF55088370,2017-01-01,142
IDF55141554,2019-10-01,129
IDF54996676,2019-04-01,123
