ID,возраст,семейное_положение,наличие_иждивенцев,дата_регистрации
IDF55022660,29,нет семьи,1,2017-03-01
IDF54996236,23,нет семьи,1,2015-05-01
IDF55022148,37,нет семьи,0,2018-01-01
IDF54983979,32,разведённые,0,2016-09-01
IDF54946944,59,нет семьи,0,2015-06-01
IDF55060595,37,есть семья,1,2013-04-01
IDF54956188,43,есть семья,1,2017-07-01
IDF55110260,45,есть семья,0,2013-05-01
IDF54925903,29,нет семьи,0,2019-11-01
IDF54915369,18,разведённые,1,2015-11-01
IDF55021770,28,разведённые,0,2016-08-01
IDF54968673,32,нет семьи,0,2018-02-01
IDF55060437,26,нет семьи,0,2013-12-01
IDF55037987,58,есть семья,1,2017-03-01
IDF55032805,19,нет семьи,0,2016-03-01
IDF55028438,62,есть семья,0,2018-04-01
IDF55037086,18,нет семьи,0,2018-05-01
IDF54898964,33,нет семьи,0,2014-04-01
IDF55001199,41,разведённые,1,2017-05-01
IDF55018661,39,есть семья,0,2016-06-01
IDF54958169,46,есть семья,1,2016-02-01
IDF54982140,51,нет семьи,1,2017-05-01
IDF54936464,30,нет семьи,0,2018-03-01
IDF54908274,50,нет семьи,0,2013-08-01
IDF54960827,64,разведённые,1,2019-03-01
IDF55016869,56,нет семьи,0,2018-09-01
IDF55077610,43,разведённые,0,2019-11-01
IDF54957955,28,есть семья,1,2018-11-01
IDF55147767,27,нет семьи,0,2019-06-01
IDF55148130,60,нет семьи,0,2015-04-01
IDF54979088,26,разведённые,0,2016-08-01
IDF54911194,24,нет семьи,0,2013-12-01
IDF55089685,23,разведённые,1,2017-01-01
IDF55129243,25,нет семьи,1,2013-08-01
IDF55142800,60,разведённые,0,2016-05-01
IDF55145495,38,нет семьи,0,2013-05-01
IDF55026937,29,нет семьи,0,2014-07-01
IDF55058924,49,есть семья,1,2015-06-01
IDF55056393,43,нет семьи,0,2014-09-01
IDF55110645,69,есть семья,0,2014-10-01
IDF54913643,21,нет семьи,1,2014-10-01
IDF55109798,59,нет семьи,0,2013-09-01
IDF55140812,58,есть семья,1,2014-02-01
IDF55105124,48,нет семьи,0,2019-12-01
IDF55126342,32,разведённые,0,2019-10-01
IDF54973748,31,разведённые,0,2019-05-01
IDF55000349,23,есть семья,0,2013-05-01
IDF55082519,27,есть семья,1,2016-12-01
IDF54993573,20,есть семья,0,2018-01-01
IDF55066222,62,нет семьи,0,2017-11-01
IDF54986262,32,есть семья,0,2014-03-01
IDF55142170,26,разведённые,1,2019-04-01
IDF55036169,34,разведённые,0,2016-02-01
IDF54991496,52,разведённые,1,2016-12-01
IDF55111266,67,есть семья,0,2018-05-01
IDF54950228,35,есть семья,1,2015-03-01
IDF55020097,42,разведённые,0,2016-04-01
IDF55007630,37,нет семьи,0,2014-09-01
IDF54928242,45,разведённые,0,2019-02-01
IDF55122561,62,нет семьи,1,2019-06-01
IDF55050577,29,нет семьи,1,2019-08-01
IDF55084634,39,нет семьи,1,2017-11-01
IDF54964153,48,нет семьи,0,2017-08-01
IDF54992552,65,есть семья,0,2013-05-01
IDF55111941,68,нет семьи,0,2017-10-01
IDF54903617,33,нет семьи,1,2019-12-01
IDF54998207,43,разведённые,0,2013-09-01
IDF54944331,26,нет семьи,1,2014-10-01
IDF54984320,25,разведённые,0,2017-05-01
IDF55111791,58,нет семьи,0,2013-02-01
IDF54947644,18,разведённые,1,2019-09-01
IDF55141398,49,есть семья,1,2015-09-01
IDF55000538,23,есть семья,1,2017-07-01
IDF55149521,22,есть семья,1,2018-10-01
IDF55109984,27,нет семьи,1,2014-12-01
IDF55147374,66,нет семьи,0,2014-11-01
IDF55076331,31,есть семья,1,2019-08-01
IDF54948257,47,есть семья,1,2018-10-01
IDF55116757,38,есть семья,0,2013-05-01
IDF55085731,23,разведённые,1,2018-04-01
IDF54900532,49,есть семья,1,2017-05-01
IDF54972778,54,нет семьи,1,2015-06-01
IDF55123366,26,нет семьи,0,2018-04-01
IDF54925094,42,разведённые,1,2016-05-01
IDF55011446,54,нет семьи,0,2017-04-01
IDF54970303,49,нет семьи,0,2018-11-01
IDF54941896,24,нет семьи,0,2017-08-01
IDF55011508,29,разведённые,1,2015-10-01
IDF55128871,31,разведённые,1,2014-04-01
IDF55130898,22,нет семьи,1,2017-11-01
IDF54967736,54,нет семьи,0,2017-02-01
IDF55087631,68,есть семья,1,2014-01-01
IDF54969715,40,есть семья,1,2017-12-01
IDF55065535,19,есть семья,1,2018-11-01
IDF55109864,36,есть семья,0,2017-09-01
IDF55100780,66,есть семья,1,2015-08-01
IDF55066333,40,нет семьи,1,2017-02-01
IDF55001824,57,нет семьи,0,2015-10-01
IDF54978245,41,разведённые,1,2015-01-01
IDF54918157,63,есть семья,0,2017-08-01
IDF55020284,32,есть семья,1,2019-03-01
IDF54915857,49,разведённые,1,2014-10-01
IDF55081305,40,нет семьи,0,2019-07-01
IDF55100480,23,есть семья,0,2014-08-01
IDF54999602,40,есть семья,1,2013-02-01
IDF55020982,37,разведённые,1,2019-12-01
IDF55005746,41,разведённые,1,2013-06-01
IDF55112839,53,разведённые,1,2018-08-01
IDF54958458,45,есть семья,1,2018-08-01
IDF54980806,44,есть семья,0,2018-10-01
IDF55047083,48,разведённые,1,2017-07-01
IDF55135105,21,нет семьи,1,2017-07-01
IDF54919624,49,разведённые,0,2015-09-01
IDF55025129,30,есть семья,0,2019-01-01
IDF55073939,24,нет семьи,1,2015-07-01
IDF55073608,27,разведённые,1,2017-09-01
IDF55087459,44,разведённые,0,2018-02-01
IDF55040808,33,разведённые,1,2014-12-01
IDF55012919,22,нет семьи,1,2017-10-01
IDF55034879,34,разведённые,0,2018-07-01
IDF54945344,63,есть семья,0,2014-07-01
IDF55148974,27,разведённые,1,2017-09-01
IDF55094739,19,нет семьи,0,2018-05-01
IDF55147210,61,нет семьи,1,2017-03-01
IDF54899011,23,разведённые,0,2014-02-01
IDF55102660,23,есть семья,0,2013-05-01
IDF55071882,41,разведённые,0,2015-12-01
IDF54905823,25,разведённые,0,2018-03-01
IDF55051006,56,нет семьи,1,2015-04-01
IDF54967041,24,разведённые,1,2014-02-01
IDF55047111,49,разведённые,1,2013-11-01
IDF54943423,24,есть семья,1,2013-10-01
IDF55015329,64,есть семья,0,2018-08-01
IDF54969121,39,нет семьи,1,2017-07-01
IDF54907489,20,нет семьи,1,2019-12-01
IDF55053641,36,нет семьи,0,2013-09-01
IDF54959412,57,разведённые,0,2015-04-01
IDF55144767,50,есть семья,1,2015-05-01
IDF55066036,30,нет семьи,0,2016-11-01
IDF54995265,31,есть семья,1,2019-08-01
IDF54918327,33,нет семьи,0,2017-06-01
IDF54988316,23,нет семьи,0,2016-05-01
IDF55119439,31,есть семья,1,2018-01-01
IDF55145370,62,разведённые,1,2015-09-01
IDF55051895,37,нет семьи,1,2017-03-01
IDF55053974,38,разведённые,1,2017-05-01
IDF54978253,28,нет семьи,1,2019-04-01
IDF55135130,62,есть семья,1,2015-12-01
IDF55086316,65,разведённые,0,2019-02-01
IDF54909404,26,нет семьи,1,2015-11-01
IDF55063102,56,разведённые,1,2018-10-01
IDF54924824,23,есть семья,1,2018-05-01
IDF55072612,61,разведённые,1,2015-12-01
IDF54960816,41,нет семьи,1,2013-02-01
IDF54924285,47,нет семьи,0,2018-07-01
IDF55127598,20,нет семьи,1,2016-09-01
IDF55042153,52,нет семьи,0,2013-11-01
IDF55083050,55,нет семьи,1,2019-03-01
IDF55031950,38,разведённые,0,2015-10-01
IDF55059370,62,нет семьи,0,2018-07-01
IDF55018897,30,есть семья,0,2018-11-01
IDF54935503,63,есть семья,0,2013-12-01
IDF55067550,63,есть семья,1,2018-04-01
IDF54903918,56,разведённые,1,2019-02-01
IDF54995771,64,нет семьи,1,2019-09-01
IDF55068267,52,есть семья,0,2015-11-01
IDF55044870,58,нет семьи,0,2014-01-01
IDF55088585,46,есть семья,1,2014-07-01
IDF55075057,55,есть семья,0,2013-09-01
IDF54911547,30,нет семьи,1,2014-05-01
IDF55094779,36,разведённые,1,2018-08-01
IDF54905579,19,разведённые,0,2013-03-01
IDF55072222,29,разведённые,1,2016-07-01
IDF55100309,64,нет семьи,0,2018-09-01
IDF55019679,40,разведённые,1,2019-07-01
IDF55075524,34,есть семья,0,2014-01-01
IDF54912949,22,разведённые,1,2016-03-01
IDF55085102,29,нет семьи,1,2014-10-01
IDF54946659,24,нет семьи,1,2017-11-01
IDF54916020,20,нет семьи,0,2014-05-01
IDF54971703,53,есть семья,1,2019-04-01
IDF55028892,51,нет семьи,0,2017-12-01
IDF55111827,58,нет семьи,1,2018-05-01
IDF54965132,42,разведённые,0,2016-04-01
IDF55128286,29,разведённые,0,2015-10-01
IDF55067992,57,есть семья,0,2015-09-01
IDF55088730,47,нет семьи,0,2016-04-01
IDF55110765,19,нет семьи,1,2018-04-01
IDF55110463,63,есть семья,0,2014-01-01
IDF55002575,41,разведённые,1,2014-12-01
IDF55015801,20,разведённые,0,2014-10-01
IDF55031443,49,разведённые,0,2013-06-01
IDF55009910,30,есть семья,1,2018-12-01
IDF54980934,21,разведённые,0,2019-07-01
IDF54968180,67,разведённые,1,2015-03-01
IDF55015337,27,нет семьи,0,2019-11-01
IDF55095874,58,разведённые,1,2017-02-01
IDF55128275,56,есть семья,1,2019-04-01
IDF55031797,19,есть семья,0,2015-02-01
IDF55011173,38,разведённые,1,2014-09-01
IDF55046340,37,разведённые,1,2015-01-01
IDF54908320,20,есть семья,0,2017-08-01
IDF54962756,63,нет семьи,0,2014-09-01
IDF55036146,55,есть семья,0,2014-03-01
IDF54968175,39,нет семьи,1,2013-04-01
IDF54914579,47,разведённые,1,2016-08-01
IDF54913012,35,есть семья,1,2017-05-01
IDF54987036,41,нет семьи,0,2017-08-01
IDF55004897,19,есть семья,1,2013-09-01
IDF55008640,57,нет семьи,0,2014-01-01
IDF54975812,28,есть семья,0,2014-05-01
IDF54955785,60,нет семьи,0,2017-10-01
IDF54922075,21,разведённые,1,2016-03-01
IDF55113551,44,нет семьи,1,2013-11-01
IDF55088148,29,есть семья,1,2015-07-01
IDF54936381,24,нет семьи,1,2015-10-01
IDF55143455,21,нет семьи,1,2016-05-01
IDF55151027,29,разведённые,0,2015-08-01
IDF55123543,52,есть семья,0,2018-11-01
IDF54919932,20,разведённые,0,2018-09-01
IDF55121998,26,нет семьи,1,2019-10-01
IDF55030338,41,разведённые,0,2015-07-01
IDF55066858,22,есть семья,0,2015-06-01
IDF55073531,34,нет семьи,1,2019-11-01
IDF54988375,64,нет семьи,1,2014-11-01
IDF55068734,47,есть семья,0,2016-06-01
IDF55021824,24,есть семья,1,2013-03-01
IDF55059888,22,нет семьи,0,2017-11-01
IDF54950890,55,есть семья,1,2014-10-01
IDF54914785,39,есть семья,1,2019-12-01
IDF55018441,21,разведённые,1,2018-06-01
IDF55116482,22,есть семья,1,2014-07-01
IDF55000357,38,есть семья,0,2016-05-01
IDF54914038,45,есть семья,0,2015-11-01
IDF55078983,26,разведённые,1,2019-02-01
IDF55046836,58,есть семья,0,2018-11-01
IDF54930150,31,разведённые,0,2018-02-01
IDF55105632,38,разведённые,1,2018-12-01
IDF55027749,18,есть семья,1,2019-08-01
IDF54906025,25,есть семья,1,2016-01-01
IDF54911594,58,разведённые,1,2016-04-01
IDF54930792,40,разведённые,0,2013-05-01
IDF54908685,33,разведённые,0,2017-03-01
IDF55008548,42,есть семья,0,2017-06-01
IDF54963875,37,есть семья,1,2018-08-01
IDF55132722,25,разведённые,1,2014-08-01
IDF55136672,34,нет семьи,1,2017-02-01
IDF55020180,31,нет семьи,1,2014-12-01
IDF55129463,41,разведённые,1,2015-12-01
IDF55080305,59,есть семья,1,2015-01-01
IDF55112939,65,нет семьи,1,2018-06-01
IDF54901493,68,нет семьи,1,2018-04-01
IDF55064545,53,разведённые,0,2015-01-01
IDF55141240,65,нет семьи,1,2015-01-01
IDF54961889,53,нет семьи,0,2015-12-01
IDF55139256,40,разведённые,1,2013-10-01
IDF55036382,25,нет семьи,1,2014-04-01
IDF54964675,56,есть семья,0,2013-03-01
IDF54998267,33,есть семья,0,2014-10-01
IDF55129110,33,нет семьи,1,2019-01-01
IDF54911072,37,нет семьи,1,2017-12-01
IDF55012902,19,разведённые,0,2014-11-01
IDF55098251,23,разведённые,1,2013-05-01
IDF54937394,61,разведённые,0,2016-06-01
IDF55018100,67,разведённые,0,2017-08-01
IDF54906721,46,разведённые,0,2015-11-01
IDF54980105,65,разведённые,1,2017-08-01
IDF55068546,22,разведённые,0,2019-07-01
IDF54906009,52,есть семья,1,2018-07-01
IDF55079177,69,нет семьи,0,2015-02-01
IDF54996415,28,разведённые,1,2017-05-01
IDF54918550,32,нет семьи,0,2015-03-01
IDF55058134,55,нет семьи,1,2014-10-01
IDF55055592,42,есть семья,0,2014-09-01
IDF55075613,49,разведённые,1,2014-03-01
IDF54908396,33,нет семьи,1,2017-03-01
IDF55149784,26,есть семья,1,2013-02-01
IDF55035983,37,нет семьи,0,2017-02-01
IDF55059948,46,разведённые,0,2017-04-01
IDF55085344,27,есть семья,0,2015-06-01
IDF55069504,54,нет семьи,1,2017-11-01
IDF55132081,59,разведённые,1,2014-09-01
IDF55068242,20,есть семья,1,2014-06-01
IDF55125441,47,разведённые,0,2016-06-01
IDF54926936,30,есть семья,0,2017-03-01
IDF54991321,42,разведённые,0,2017-07-01
IDF55039882,22,разведённые,0,2015-05-01
IDF55150592,24,нет семьи,0,2015-02-01
IDF54936453,39,разведённые,1,2019-09-01
IDF54975678,66,есть семья,1,2013-05-01
IDF54928095,25,есть семья,0,2014-11-01
IDF54917832,47,разведённые,0,2017-07-01
IDF54915108,21,нет семьи,0,2013-12-01
IDF54965847,30,нет семьи,1,2013-04-01
IDF54995939,22,разведённые,0,2015-05-01
IDF55106960,50,разведённые,0,2016-05-01
IDF54902556,19,разведённые,0,2017-07-01
IDF54948269,27,есть семья,1,2015-04-01
IDF55038692,45,разведённые,1,2015-02-01
IDF54928744,20,разведённые,0,2017-05-01
IDF55070703,34,есть семья,0,2017-10-01
IDF55059652,32,есть семья,1,2015-03-01
IDF55063784,50,есть семья,0,2014-11-01
IDF54915270,46,нет семьи,1,2019-08-01
IDF54920031,63,есть семья,0,2013-03-01
IDF54933375,28,разведённые,0,2016-03-01
IDF54916410,45,разведённые,1,2014-08-01
IDF55113763,29,нет семьи,0,2015-01-01
IDF54952830,27,нет семьи,0,2016-03-01
IDF54901439,18,нет семьи,0,2013-11-01
IDF55068245,29,нет семьи,1,2015-01-01
IDF54958144,36,разведённые,0,2015-11-01
IDF55123882,65,есть семья,0,2014-01-01
IDF54944822,53,есть семья,0,2015-03-01
IDF54973190,36,разведённые,1,2015-11-01
IDF54898406,59,нет семьи,1,2017-12-01
IDF55135390,39,есть семья,0,2018-10-01
IDF55144445,55,разведённые,0,2018-10-01
IDF55017753,43,есть семья,1,2019-10-01
IDF54945954,35,есть семья,1,2013-05-01
IDF55043640,34,разведённые,1,2019-04-01
IDF54963333,43,нет семьи,0,2015-09-01
IDF54951759,33,разведённые,1,2019-03-01
IDF54940426,51,разведённые,1,2015-10-01
IDF55075765,45,есть семья,1,2019-03-01
IDF54976640,56,есть семья,1,2016-02-01
IDF55026851,27,есть семья,0,2015-08-01
IDF55026986,36,есть семья,1,2015-02-01
IDF54922299,24,разведённые,1,2017-07-01
IDF54976155,18,нет семьи,1,2014-12-01
IDF54899882,37,нет семьи,1,2016-12-01
IDF55002599,25,нет семьи,0,2014-09-01
IDF54985763,35,есть семья,1,2019-06-01
IDF54937751,57,разведённые,0,2013-12-01
